Q1. Do you work for Leeds City Council,Q5. Work Postcode,Q6. Home Postcode,Q7. From home I,Q8. For how many minutes,Q9. To (location),Q10. Then I,Q11. For how many minutes,Q12. To (location),Q13. Then I,Q14. For how many minutes,Q15. To (location),Q16. Then I,Q17. For how many minutes,Q18. To (location),Q19. Then I,Q20. For how many minutes,Q21. To (location),Q22. Then I,Q23. For how many minutes,Q24. To (location),Q25. What was the main mode of transport you used to travel to work today? (Please select the mode of transport used for the longest distance travelled),Q26. On Monday,Q27. On Tuesday,Q28. On Wednesday?,Q29. On Thursday?,Q30. On Friday?,Q31. On Saturday?,Q32. On Sunday?,Q33. How many days a week do you usually work?,"Q34. How many days a week do you commute to your workplace? (i.e. only days you will travel to work, not work from home)",Q35. If you own a car what fuel type does it use?,"Q36. If you own a petrol, diesel or hybrid vehicle what engine size does it have?",Q37. At your usual workplace does your Employer provide you with Car/Van Parking?,Q38. Where do you usually park your Car/Van when you drive to work?,Q39. How much do you pay for parking per day?,"Q40. If you no longer had access to car parking at your usual place of work, what alternatives would you consider? (Please rank each alternative by how likely you think you would be to switch to that method of travel from 1 low likelihood to 5 high likelihood)",Q41 a,Q41 b,Q41 c,Q41 d,Q41 e,Q41 f,Q41 g,Q41 h,Q41 i,Q41 j,Q40 k,Q41. How would you describe your gender?,Q42. What is your age group?,Q43. What is your employment status?
No,Ls1 ,BD9 ,"Walk, wheel or run",4,The bus stop,Bus,15,Interchange ,Bus,45,The bus stop,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,Bus,Bus,Bus,Bus,Bus,Bus,N/A - Non working day,N/A - Non working day,5,2,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,35-44,Working full-time
No,LS2 ,LS26,"Walk, wheel or run",10,The bus stop,Bus,40,The bus stop,"Walk, wheel or run",30,My place of work,-,-,-,-,-,-,-,-,-,Bus,Bus,Bus,N/A - Non working day,N/A - Non working day,N/A - Non working day,N/A - Non working day,N/A - Non working day,2,2,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,55-64,Working part-time
No,LS2 ,LS16,"Walk, wheel or run",10,The bus stop,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Work from Home,Work from Home,N/A - Non working day,Work from Home,N/A - Non working day,N/A - Non working day,4,1,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,35-44,Working full-time
No,LS2 ,LS5 ,"Walk, wheel or run",5,The bus stop,Bus,20,The bus stop,"Walk, wheel or run",2,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Bus,Work from Home,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,45-54,Working full-time
No,LS18,LS27,Car/Van (Single Occupant),45,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,Woman,45-54,Working full-time
No,Ls11,LS17,Car/Van (Single Occupant),30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Work from Home,Work from Home,Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,N/A - Non working day,4,2,Petrol,Petrol 1.4-2.0L,No,On the Street,Between £5-£10,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,5 high,1 low,Woman,25-34,Working full-time
No,LS1 ,LS16,"Walk, wheel or run",3,The railway station,Train,18,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Train,Train,Train,Train,N/A - Non working day,Train,N/A - Non working day,N/A - Non working day,4,4,Petrol,Petrol up to 1.4L,Don't Know,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,16-24,Student
No,Ls11,Ls21,Car/Van (Single Occupant),75,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van Share (Driver),Car/Van Share (Passenger),Car/Van Share (Driver),Car/Van Share (Passenger),N/A - Non working day,N/A - Non working day,N/A - Non working day,3,3,Diesel,Diesel up to 1.7L,-,In another private car park,Between £5-£10,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,-,Man,65-74,Working part-time
No,Ls11,Ls27,Cycle,12,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Cycle,Cycle,Cycle,Cycle,Cycle,Cycle,Cycle,5,5,Petrol,Petrol up to 1.4L,Yes,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,45-54,Working full-time
No,LS13,LS19,Car/Van (Single Occupant),20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,4,1 low,1 low,5 high,1 low,1 low,1 low,1 low,Woman,35-44,Working full-time
No,LS9 ,LS15,Cycle,15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Cycle,Cycle,Cycle,Cycle,Cycle,N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,55-64,Working full-time
No,Ls8 ,Ls8 ,"Walk, wheel or run",7,The bus stop,Bus,35,The bus stop,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Bus,Bus,Bus,Bus,Bus,Bus,N/A - Non working day,N/A - Non working day,5,5,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Zero-hour contract
No,LS10,WF3 ,Car/Van (Single Occupant),15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,5 high,1 low,1 low,1 low,1 low,1 low,4,1 low,Woman,25-34,Working full-time
No,Ls3 ,Ls6 ,Cycle,20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Cycle,Car/Van (Single Occupant),Car/Van (Single Occupant),Cycle,N/A - Non working day,N/A - Non working day,N/A - Non working day,4,4,Fully electric,-,No,On the Street,Don't pay (free),1 low,5 high,-,-,4,3,1 low,1 low,1 low,1 low,4,1 low,Woman,45-54,Working part-time
No,LS7 ,LS2 ,Cycle,15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Cycle,Work from Home,Cycle,Cycle,Work from Home,N/A - Non working day,N/A - Non working day,5,3,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Working full-time
No,Ls25,Ls26,Car/Van share (driver),15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,5 high,1 low,1 low,2,1 low,1 low,1 low,1 low,1 low,2,1 low,Man,35-44,Working full-time
No,ls12,ls10,"Walk, wheel or run",45,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bus,Bus,Bus,Bus,Bus,Bus,N/A - Non working day,N/A - Non working day,5,5,Fully electric,-,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,LS7 ,"Walk, wheel or run",2,The bus stop,Bus,10,The bus stop,"Walk, wheel or run",3,My place of work,-,-,-,-,-,-,-,-,-,Bus,Bus,Bus,Bus,Bus,Bus,N/A - Non working day,N/A - Non working day,5,5,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,LS1 ,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run",N/A - Non working day,N/A - Non working day,5,5,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,65-74,Working full-time
No,LS5 ,LS7 ,Cycle,25,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Cycle,Cycle,N/A - Non working day,Car/Van (Single Occupant),Cycle,N/A - Non working day,N/A - Non working day,4,3,Fully electric,-,No,In a public car park,Don't pay (free),-,5 high,-,-,5 high,-,-,-,-,-,-,-,Woman,55-64,Working part-time
No,LS18,ls10,Car/Van share (driver),45,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,5,Diesel,Diesel up to 1.7L,Yes,In the workplace car park,Don't pay (free),-,-,-,-,1 low,-,-,-,-,-,-,-,Man,55-64,Working full-time
No,LS9 ,WF14,Car/Van (Single Occupant),50,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N/A - Non working day,Work from Home,Car/Van (Single Occupant),Work from Home,Car/Van (Single Occupant),Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol 1.4-2.0L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,3,2,1 low,3,2,1 low,1 low,1 low,1 low,2,Woman,25-34,Working full-time
No,LS15,BD11,Car/Van (Single Occupant),40,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,4,4,Diesel,Diesel up to 1.7L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,3,1 low,Woman,25-34,Working part-time
No,LS15,LS16,Car/Van (Single Occupant),34,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,2,1 low,5 high,1 low,1 low,1 low,1 low,5 high,Woman,55-64,Working full-time
No,Wf10,Ls19,Car/Van (Single Occupant),60,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Work from Home,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,N/A - Non working day,4,3,Fully electric,-,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,2,1 low,2,1 low,1 low,4,1 low,Woman,45-54,Working full-time
No,LS27,LS28,Car/Van share (driver),20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),N/A - Non working day,N/A - Non working day,5,5,Diesel,Diesel 1.7-2.0L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,Man,35-44,Working full-time
No,LS19,HG2 ,Car/Van (Single Occupant),40,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),-,-,-,-,-,-,-,-,-,-,-,-,Man,35-44,Working full-time
No,LS14,BD10,Car/Van share (driver),35,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),N/A - Non working day,Car/Van Share (Driver),N/A - Non working day,N/A - Non working day,4,4,Self-charging hybrid,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),-,-,-,-,-,-,-,-,-,-,-,5 high,Man,35-44,Working part-time
No,Ls25,Ls25,Car/Van share (driver),25,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N/A - Non working day,N/A - Non working day,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van Share (Driver),N/A - Non working day,N/A - Non working day,4,4,Diesel,Diesel up to 1.7L,Yes,In the workplace car park,Don't pay (free),2,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,5 high,Woman,25-34,Working part-time
No,LS23,LS23,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run",-,-,5,5,Diesel,Diesel up to 1.7L,Yes,In the workplace car park,Don't pay (free),5 high,-,-,2,-,-,-,-,-,-,-,-,Woman,55-64,Working full-time
No,LS23,YO51,Car/Van (Single Occupant),30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),-,-,5,5,Petrol,Petrol 1.4-2.0L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,5 high,1 low,Man,55-64,Working full-time
No,LS23,LS17,Car/Van share (driver),15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),4,4,Diesel,Diesel up to 1.7L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,2,3,1 low,Woman,55-64,Working full-time
No,LS23,YO24,Car/Van (Single Occupant),20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van(Single Occupant),4,4,Fully electric,-,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,3,1 low,1 low,1 low,3,1 low,1 low,1 low,Man,35-44,Working full-time
No,LS23,LS27,"Walk, wheel or run",3,The bus stop,"Walk, wheel or run",1,The bus stop,"Walk, wheel or run",3,My place of work,-,-,-,-,-,-,-,-,-,Bus,Bus,Bus,Bus,Bus,Bus,N/A - Non working day,N/A - Non working day,5,5,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,45-54,Working full-time
No,LS23,LS2 ,"Walk, wheel or run",5,The bus stop,Bus,60,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Bus,Bus,Bus,Bus,Bus,Bus,N/A - Non working day,N/A - Non working day,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Non-binary,16-24,Working full-time
No,LS23,LS2 ,"Walk, wheel or run",4,The bus stop,Bus,60,The bus stop,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Bus,Bus,Bus,Bus,Bus,Bus,N/A - Non working day,N/A - Non working day,5,5,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,16-24,Working full-time
No,LS23,LS11,"Walk, wheel or run",5,The bus stop,Bus,10,The bus stop,Bus,70,The bus stop,"Walk, wheel or run",15,My place of work,-,-,-,-,-,-,Bus,Bus,Bus,Work from Home,Bus,Bus,N/A - Non working day,N/A - Non working day,5,4,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,35-44,Working full-time
No,LS23,LS15,"Walk, wheel or run",15,The bus stop,Bus,15,The bus stop,Bus,50,My place of work,-,-,-,-,-,-,-,-,-,Bus,Bus,Bus,Bus,N/A - Non working day,Bus,N/A - Non working day,N/A - Non working day,4,4,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,45-54,Working part-time
No,LS23,Ls8 ,Car/Van (Single Occupant),30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),-,-,-,-,2,-,-,-,-,-,5 high,-,Man,55-64,Working full-time
No,LS23,LS22,Car/Van (Single Occupant),10,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol 1.4-2.0L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,3,1 low,1 low,1 low,1 low,1 low,4,1 low,Man,45-54,Working full-time
No,LS23,YO8 ,Car/Van (Single Occupant),25,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,5,Diesel,Diesel up to 1.7L,Yes,In the workplace car park,Don't pay (free),1 low,2,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,5 high,1 low,Woman,55-64,Working full-time
No,LS23,LS24,Car/Van share (driver),10,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,5,Diesel,Diesel 1.7-2.0L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,5 high,1 low,Woman,45-54,Working full-time
No,LS23,LS22,Car/Van share (driver),8,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),3,3,1 low,1 low,4,1 low,1 low,1 low,1 low,1 low,3,1 low,Prefer not to say,45-54,Working full-time
No,LS23,HG11,"Walk, wheel or run",5,The bus stop,Bus,35,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Bus,Work from Home,Work from Home,Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,3,Petrol,Petrol up to 1.4L,No,In the workplace car park,Don't pay (free),-,-,-,-,5 high,-,-,-,-,-,4,-,Woman,25-34,Working full-time
No,LS23,LS22,Car/Van (Single Occupant),15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,N/A - Non working day,N/A - Non working day,3,3,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,-,-,1 low,-,-,-,-,-,-,1 low,Woman,65-74,Working part-time
No,LS23,LS22,Car/Van (Single Occupant),10,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,-,-,3,-,5 high,1 low,2,-,1 low,5 high,Woman,55-64,Working full-time
No,LS23,LS22,Car/Van Share (passenger),8,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Passenger),Car/Van Share (Passenger),Car/Van Share (Passenger),N/A - Non working day,N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),2,3,1 low,1 low,5 high,1 low,1 low,1 low,-,1 low,1 low,1 low,Woman,45-54,Working full-time
No,LS23,WF8 ,Car/Van share (driver),40,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,N/A - Non working day,N/A - Non working day,3,3,Diesel,Diesel 1.7-2.0L,Yes,In the workplace car park,Don't pay (free),1 low,3,1 low,-,4,1 low,-,1 low,-,-,5 high,-,Man,55-64,Working part-time
No,LS23,LS24,Car/Van share (driver),15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),N/A - Non working day,Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,N/A - Non working day,N/A - Non working day,2,2,Petrol,Petrol up to 1.4L,Yes,On a driveway,Don't pay (free),1 low,3,1 low,1 low,1 low,1 low,-,1 low,1 low,1 low,3,3,Woman,65-74,Working part-time
No,LS23,YO8 ,Car/Van (Single Occupant),35,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,N/A - Non working day,N/A - Non working day,3,1,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,5 high,-,Woman,55-64,Working part-time
No,LS23,LS28,Car/Van (Single Occupant),60,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Train,Train,Car/Van (Single Occupant),Car/Van (Single Occupant),Work from Home,N/A - Non working day,N/A - Non working day,N/A - Non working day,5,2,Diesel,Diesel 1.7-2.0L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,2,1 low,1 low,1 low,1 low,1 low,5 high,1 low,Man,35-44,Working full-time
No,LS23,HG2 ,Car/Van (Single Occupant),35,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,N/A - Non working day,Work from Home,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,N/A - Non working day,5,1,Fully electric,-,Yes,In the workplace car park,Don't pay (free),-,3,4,-,4,-,-,-,-,-,5 high,-,Man,35-44,Working full-time
No,LS23,BD19,WFH most of the time with odd days travelling into the office by car as driver single occupancy,60,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Work from Home,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,N/A - Non working day,4,1,Diesel,-,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,5 high,1 low,Woman,55-64,Working part-time
No,LS23,LS25,Car/Van (Single Occupant),30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Car/Van (Single Occupant),Car/Van (Single Occupant),Work from Home,Work from Home,Train,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol 1.4-2.0L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,3,1 low,1 low,3,1 low,1 low,5 high,1 low,Woman,45-54,Working full-time
No,LS23,LS23,"Walk, wheel or run",20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Passenger),Car/Van Share (Passenger),"Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run",N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol 1.4-2.0L,Yes,In the workplace car park,Don't pay (free),5 high,4,1 low,1 low,3,1 low,1 low,1 low,1 low,1 low,2,1 low,Woman,45-54,Working full-time
No,LS23,EH10,"Walk, wheel or run",15,The bus stop,Bus,44,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Bus,Work from Home,Bus,Bus,Bus,Work from Home,N/A - Non working day,N/A - Non working day,5,3,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,55-64,Working full-time
No,LS23,LS24,Car/Van share (driver),6,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Work from Home,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Work from Home,N/A - Non working day,N/A - Non working day,5,3,Diesel,Diesel 1.7-2.0L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,5 high,3,Woman,45-54,Working full-time
No,LS23,LS22,Car/Van share (driver),10,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Work from Home,Car/Van (Single Occupant),N/A - Non working day,Car/Van (Single Occupant),Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,5 high,1 low,1 low,1 low,1 low,1 low,5 high,1 low,Woman,16-24,Working full-time
